"Size","Time","Standard Deviation","Standard Error","90%-CL","95%-CL"
"210","0.07004737854003906","0.000966839553749","0.000483419776875","0.0690168016447 - 0.0710779554354","0.0687051900668 - 0.0713895670133"
"211","0.06952133178710937","0.000760200181421","0.000380100090711","0.0687110166321 - 0.0703316469421","0.0684660047508 - 0.0705766588234"
"212","0.07205219268798828","0.00299353562444","0.00149676781222","0.0688613130451 - 0.0752430723309","0.0678964990221 - 0.0762078863538"
"213","0.07127361297607422","0.000906410589247","0.000453205294623","0.0703074487274 - 0.0722397772247","0.0700153133542 - 0.072531912598"
"214","0.0696230411529541","0.00110609724813","0.000553048624064","0.0684440262238 - 0.0708020560821","0.0680875320077 - 0.0711585502982"
"215","0.07279558181762695","0.00324592326948","0.00162296163474","0.0693356762804 - 0.0762554873549","0.0682895179309 - 0.0773016457043"
"216","0.07737569808959961","0.00366958345463","0.00183479172732","0.0734642032513 - 0.0812871929279","0.0722814995792 - 0.0824698966"
"217","0.07394943237304688","0.000407605401001","0.0002038027005","0.073514956242 - 0.0743839085041","0.0733835853628 - 0.0745152793833"
"218","0.07464079856872559","0.00118107672795","0.000590538363976","0.0733818612582 - 0.0758997358792","0.0730012012186 - 0.0762803959188"
"219","0.09257183074951172","0.0157834773578","0.00789173867889","0.0757478530478 - 0.109395808451","0.070660851523 - 0.114482809976"
"220","0.07707366943359376","0.00257137669555","0.00128568834777","0.0743327788676 - 0.0798145599996","0.0735040263136 - 0.0806433125536"
"221","0.07655792236328125","0.000986807539289","0.000493403769645","0.0755060611251 - 0.0776097836015","0.0751880138822 - 0.0779278308444"
"222","0.07936716079711914","0.00233525143453","0.00116762571727","0.07687796167 - 0.0818563599243","0.0761253120897 - 0.0826090095045"
"223","0.07970457077026367","0.00128982806944","0.000644914034722","0.0783297128611 - 0.0810794286794","0.0779140023553 - 0.0814951391852"
"224","0.07766885757446289","0.0015640754183","0.000782037709152","0.0760016730013 - 0.0793360421476","0.0754975728048 - 0.0798401423441"
"225","0.07719225883483886","0.00167392124285","0.000836960621425","0.0754079870279 - 0.0789765306417","0.0748684836142 - 0.0795160340554"
"226","0.0802687644958496","0.00133320245405","0.000666601227027","0.0788476728156 - 0.0816898561761","0.078417982782 - 0.0821195462097"
"227","0.0795560359954834","0.00156366886013","0.000781834430063","0.0778892847822 - 0.0812227872088","0.0773853156191 - 0.0817267563719"
"228","0.08120298385620117","0.000405729359005","0.000202864679503","0.0807705074422 - 0.0816354602702","0.0806397412098 - 0.0817662265026"
"229","0.08168396949768067","0.00144750864095","0.000723754320473","0.0801410361791 - 0.0832269028163","0.0796745053572 - 0.0836934336381"
"230","0.0853498935699463","0.0040364868359","0.00201824341795","0.0810473078354 - 0.0896524793045","0.0797463515111 - 0.0909534356288"
"231","0.08221025466918945","0.00147730967239","0.000738654836197","0.0806355557341 - 0.0837849536043","0.0801594200648 - 0.0842610892736"
"232","0.08361654281616211","0.00205692763255","0.00102846381627","0.0814240155397 - 0.0858090700926","0.0807610694876 - 0.0864720161447"
"233","0.08451557159423828","0.000914713738946","0.000457356869473","0.0835405568241 - 0.0854905863643","0.0832457453527 - 0.0857853978358"
"234","0.08875017166137696","0.00343077226238","0.00171538613119","0.0850932312589 - 0.0924071120639","0.0839874962339 - 0.0935128470888"
"235","0.09210586547851562","0.00532562094156","0.00266281047078","0.0864291615471 - 0.09778256941","0.0847127183809 - 0.0994990125762"
"236","0.08839364051818847","0.00169779601073","0.000848898005364","0.0865839200378 - 0.0902033609986","0.0860367218064 - 0.09075055923"
"237","0.08753666877746583","0.0010986947913","0.000549347395652","0.0863655443002 - 0.0887077932547","0.0860114358898 - 0.0890619016652"
"238","0.09026932716369629","0.00115627967095","0.000578139835476","0.0890368216163 - 0.0915018327111","0.0886641536474 - 0.09187450068"
"239","0.0892524242401123","0.00150192997112","0.000750964985559","0.0876514819528 - 0.0908533665275","0.0871674111818 - 0.0913374372984"
"240","0.08906655311584473","0.00116953577128","0.000584767885639","0.087819917581 - 0.0903131886507","0.0874429771821 - 0.0906901290496"
"241","0.08942198753356934","0.00190316568895","0.000951582844475","0.0873933587094 - 0.0914506163577","0.0867799700028 - 0.0920640050643"
"242","0.09231786727905274","0.00118560188639","0.000592800943195","0.0910541064963 - 0.0935816280618","0.090671988002 - 0.0939637465561"
"243","0.08976778984069825","0.00107288994893","0.000536444974466","0.0886241713485 - 0.0909114083329","0.0882783798171 - 0.0912571998643"
"244","0.08738465309143066","0.00290220483866","0.00145110241933","0.0842911250694 - 0.0904781811135","0.0833557468821 - 0.0914135593007"
"245","0.08800830841064453","0.00152131079758","0.000760655398788","0.086386707647 - 0.0896299091743","0.0858963904519 - 0.0901202263694"
"246","0.08791441917419433","0.0043258909862","0.0021629454931","0.0833033507865 - 0.0925254875619","0.0819091197471 - 0.0939197186013"
"247","0.08862080574035644","0.00286263582782","0.00143131791391","0.0855694552525 - 0.0916721562282","0.0846468301243 - 0.0925947813564"
"248","0.0886833667755127","0.00182583335782","0.000912916678911","0.0867371682919 - 0.0906295652591","0.0861487037309 - 0.0912180298201"
"249","0.08752222061157226","0.00180165834036","0.000900829170182","0.0856017908446 - 0.0894426503786","0.0850211178714 - 0.0900233233517"
"250","0.09341449737548828","0.00481014787226","0.00240507393613","0.0882872482459 - 0.0985417465051","0.0867369416179 - 0.100092053133"
"251","0.09740209579467773","0.00229836897232","0.00114918448616","0.0949522105467 - 0.0998519810427","0.0942114481531 - 0.100592743436"
"252","0.09726982116699219","0.00185490663619","0.000927453318094","0.095292632796 - 0.099247009538","0.0946947979417 - 0.0998448443923"
"253","0.09441280364990234","0.0015138136427","0.000756906821348","0.092799194279 - 0.0960264130208","0.0923112934107 - 0.0965143138891"
"254","0.09839100837707519","0.00339531803707","0.00169765901854","0.0947718594626 - 0.102010157292","0.0936775513048 - 0.103104465449"
"255","0.0997502326965332","0.00269967640572","0.00134983820286","0.0968725844684 - 0.102627880925","0.0960024810254 - 0.103497984368"
"256","0.10122437477111816","0.0017313791706","0.000865689585301","0.0993788572151 - 0.103069892327","0.0988208351594 - 0.103627914383"
"257","0.10119481086730957","0.00187882787109","0.000939413935545","0.0991921242925 - 0.103197497442","0.0985865796442 - 0.10380304209"
"258","0.09780764579772949","0.00197201527136","0.000986007635678","0.0957056285932 - 0.0999096630022","0.095070049724 - 0.100545241871"
"259","0.09813761711120605","0.00246038226925","0.00123019113463","0.0955150381004 - 0.100760196122","0.094722058957 - 0.101553175265"
"260","0.09989390373229981","0.00261202279054","0.00130601139527","0.0971096875429 - 0.102678119922","0.0962678347866 - 0.103519972678"
"261","0.0992624282836914","0.00170362007559","0.000851810037794","0.0974464997963 - 0.101078356771","0.0968974244737 - 0.101627432094"
"262","0.10158114433288574","0.00258139291979","0.0012906964599","0.0988295772392 - 0.104332711427","0.0979975964645 - 0.105164692201"
"263","0.10525708198547364","0.000873067708179","0.00043653385409","0.104326458694 - 0.106187705277","0.104045069703 - 0.106469094268"
"264","0.10554237365722656","0.000809276323034","0.000404638161517","0.104679747095 - 0.106405000219","0.104418918014 - 0.1066658293"
"265","0.10284957885742188","0.00272661892598","0.00136330946299","0.0999432119668 - 0.105755945748","0.099064424972 - 0.106634732743"
"266","0.10667004585266113","0.00271036058889","0.00135518029444","0.103781009104 - 0.109559082602","0.102907462157 - 0.110432629548"
"267","0.10727343559265137","0.00149713932985","0.000748569664925","0.105677599762 - 0.108869271423","0.105195073011 - 0.109351798175"
"268","0.10847482681274415","0.00176326553089","0.000881632765447","0.106595320839 - 0.110354332786","0.106027021837 - 0.110922631789"
"269","0.10911192893981933","0.00120010007662","0.000600050038312","0.107832714197 - 0.110391143683","0.107445922948 - 0.110777934932"
"270","0.1168935775756836","0.00393990113219","0.0019699505661","0.112693944802 - 0.121093210349","0.111424117969 - 0.122363037182"
"271","0.11198239326477051","0.00214054191148","0.00107027095574","0.109700739573 - 0.114264046957","0.109010844708 - 0.114953941821"
"272","0.11073184013366699","0.00356111886789","0.00178055943395","0.106935960235 - 0.114527720032","0.105788214609 - 0.115675465659"
"273","0.11324510574340821","0.00145974405112","0.000729872025562","0.111689130415 - 0.114801081072","0.111218656131 - 0.115271555356"
"274","0.11166858673095703","0.0036796045595","0.00183980227975","0.107746410163 - 0.115590763299","0.106560476697 - 0.116776696765"
"275","0.11396098136901855","0.00223614859894","0.00111807429947","0.111577418272 - 0.116344544466","0.110856709453 - 0.117065253285"
"276","0.1113286018371582","0.00111021932159","0.000555109660793","0.110145193094 - 0.112512010581","0.109787370337 - 0.112869833338"
"277","0.11350498199462891","0.00495870077922","0.00247935038961","0.108219386847 - 0.118790577143","0.106621201741 - 0.120388762248"
"278","0.11674704551696777","0.0028109409471","0.00140547047355","0.113750797812 - 0.119743293222","0.1128448339 - 0.120649257134"
"279","0.11828007698059081","0.00365337426711","0.00182668713356","0.114385859894 - 0.122174294067","0.11320838043 - 0.123351773531"
"280","0.12094707489013672","0.0027786906443","0.00138934532215","0.117985203537 - 0.123908946243","0.117089633871 - 0.124804515909"
"281","0.12479228973388672","0.00250596590372","0.00125298295186","0.122121122061 - 0.127463457407","0.12131345135 - 0.128271128117"
"282","0.12217316627502442","0.00116211412607","0.000581057063033","0.120934441645 - 0.123411890905","0.120559893237 - 0.123786439314"
"283","0.12710485458374024","0.00597387241194","0.00298693620597","0.120737164247 - 0.13347254492","0.118811790175 - 0.135397918992"
"284","0.12297801971435547","0.00234108183309","0.00117054091654","0.120482605829 - 0.1254734336","0.119728077116 - 0.126227962313"
"285","0.12430133819580078","0.00744212707469","0.00372106353734","0.116368600871 - 0.132234075521","0.113970009551 - 0.13463266684"
"286","0.12053360939025878","0.001602780183","0.000801390091499","0.118825168503 - 0.122242050277","0.118308593793 - 0.122758624987"
"287","0.127705717086792","0.00261349854867","0.00130674927433","0.124919927852 - 0.130491506321","0.12407759946 - 0.131333834713"
"288","0.12975163459777833","0.00207871840996","0.00103935920498","0.127535880022 - 0.131967389174","0.126865910821 - 0.132637358375"
"289","0.13185744285583495","0.00479636780504","0.00239818390252","0.126744882222 - 0.136970003489","0.125199016898 - 0.138515868813"
"290","0.13286733627319336","0.00321744256477","0.00160872128238","0.129437788985 - 0.136296883561","0.128400809943 - 0.137333862603"
"291","0.13799114227294923","0.00584058008068","0.00292029004034","0.13176553135 - 0.144216753196","0.129883117285 - 0.146099167261"
"292","0.12998499870300292","0.000969992569037","0.000484996284518","0.128951060935 - 0.131018936471","0.128638433143 - 0.131331564263"
"293","0.13678488731384278","0.0045714229332","0.0022857114666","0.131912100681 - 0.141657673947","0.130438734901 - 0.143131039727"
"294","0.1427156925201416","0.00549804177262","0.00274902088631","0.136855201192 - 0.148576183848","0.135083186936 - 0.150348198104"
"295","0.1346721649169922","0.00158519096113","0.000792595480564","0.132982472793 - 0.136361857041","0.132471567075 - 0.136872762759"
"296","0.14082579612731932","0.00326146594599","0.001630732973","0.137349323288 - 0.144302268967","0.136298155547 - 0.145353436708"
"297","0.1395569324493408","0.00195281994708","0.00097640997354","0.13747537599 - 0.141638488909","0.136845983758 - 0.142267881141"
"298","0.13496918678283693","0.00209374244973","0.00104687122486","0.132737417732 - 0.137200955834","0.132062606295 - 0.137875767271"
"299","0.13115882873535156","0.00441855827854","0.00220927913927","0.126448984113 - 0.135868673357","0.125024886483 - 0.137292770988"
"300","0.13585634231567384","0.00338483023645","0.00169241511823","0.132248372593 - 0.139464312038","0.131157444645 - 0.140555239987"
"301","0.1315608501434326","0.00385166431763","0.00192583215881","0.127455271054 - 0.135666429233","0.126213882873 - 0.136907817414"
"302","0.13522486686706542","0.00702133425957","0.00351066712979","0.127740662446 - 0.142709071288","0.125477692299 - 0.144972041436"
"303","0.1398076057434082","0.00156603399753","0.000783016998764","0.138138333475 - 0.141476878012","0.13763360203 - 0.141981609457"
"304","0.13838233947753906","0.00421862426124","0.00210931213062","0.133885609201 - 0.142879069754","0.132525950137 - 0.144238728818"
"305","0.13524551391601564","0.00489452667143","0.00244726333572","0.130028323451 - 0.140462704381","0.128450821606 - 0.142040206226"
"306","0.13759641647338866","0.00425282400402","0.00212641200201","0.133063231891 - 0.142129601056","0.131692550279 - 0.143500282668"
"307","0.1389474391937256","0.00465639982864","0.00232819991432","0.1339840737 - 0.143910804687","0.132483319938 - 0.14541155845"
"308","0.1372450828552246","0.00286976312757","0.00143488156378","0.134186135212 - 0.140304030499","0.133261212961 - 0.14122895275"
"309","0.14633626937866212","0.0041639589912","0.0020819794956","0.141897808092 - 0.150774730665","0.140555767599 - 0.152116771158"
"310","0.1517214298248291","0.00207799367386","0.00103899683693","0.149506447762 - 0.153936411887","0.148836712143 - 0.154606147507"
"311","0.14853353500366212","0.00163903561351","0.000819517806753","0.146786448605 - 0.150280621402","0.1462581888 - 0.150808881207"
"312","0.15434026718139648","0.006105632117","0.0030528160585","0.147832131093 - 0.16084840327","0.145864290979 - 0.162816243384"
"313","0.16201701164245605","0.00558429785619","0.00279214892809","0.156064577937 - 0.167969445348","0.154264763418 - 0.169769259867"
"314","0.1571335792541504","0.00518890615541","0.0025944530777","0.151602602811 - 0.162664555697","0.149930222706 - 0.164336935802"
"315","0.15517101287841797","0.00274375318095","0.00137187659047","0.152246382185 - 0.158095643572","0.151362072834 - 0.158979952923"
"316","0.1571934700012207","0.0026525614314","0.0013262807157","0.154366042726 - 0.160020897276","0.1535111244 - 0.160875815602"
"317","0.1537173271179199","0.0051444525106","0.0025722262553","0.148233734855 - 0.159200919381","0.146575682122 - 0.160858972114"
"318","0.15586209297180176","0.00419429849346","0.00209714924673","0.1513912921 - 0.160332893843","0.150039473211 - 0.161684712733"
"319","0.15625243186950682","0.00141807498218","0.000709037491092","0.154740872576 - 0.157763991163","0.154283828198 - 0.158221035541"
"320","0.15442242622375488","0.00249636862271","0.00124818431136","0.151761488517 - 0.15708336393","0.150956911002 - 0.157887941445"
"321","0.15082077980041503","0.00526769966483","0.00263384983241","0.145205815513 - 0.156435744088","0.143508040325 - 0.158133519275"
"322","0.1618560791015625","0.00432069137253","0.00216034568626","0.157250553104 - 0.166461605099","0.155857997895 - 0.167854160308"
"323","0.16292600631713866","0.00185664668297","0.000928323341484","0.16094696319 - 0.164905049445","0.16034856752 - 0.165503445115"
"324","0.16459169387817382","0.00198320835432","0.000991604177159","0.162477745705 - 0.166705642052","0.161838559314 - 0.167344828442"
"325","0.16191248893737792","0.00439613041087","0.00219806520544","0.157226550704 - 0.166598427171","0.155809681557 - 0.168015296318"
"326","0.15887203216552734","0.00319813814855","0.00159906907427","0.155463061906 - 0.162281002425","0.154432304661 - 0.16331175967"
"327","0.15928492546081544","0.00635330394909","0.00317665197455","0.152512790173 - 0.166057060748","0.150465125635 - 0.168104725286"
"328","0.1615438938140869","0.00638362864551","0.00319181432276","0.154739434723 - 0.168348352905","0.152681996561 - 0.170405791067"
"329","0.16542015075683594","0.00271448249619","0.00135724124809","0.162526720371 - 0.168313581143","0.161651844937 - 0.169188456577"
"330","0.1684959888458252","0.0028431841973","0.00142159209865","0.165465372306 - 0.171526605386","0.164549016422 - 0.17244296127"
"331","0.1698291778564453","0.00416402779587","0.00208201389793","0.165390643229 - 0.174267712483","0.164048580561 - 0.175609775152"
"332","0.17081694602966307","0.00572349951361","0.0028617497568","0.164716134022 - 0.176917758038","0.162871454925 - 0.178762437134"
"333","0.16536927223205566","0.00327668425968","0.00163834212984","0.161876577836 - 0.168861966628","0.160820505245 - 0.169918039219"
"334","0.16898140907287598","0.00272689994528","0.00136344997264","0.166074742637 - 0.171888075509","0.16519586507 - 0.172766953076"
"335","0.17004480361938476","0.00231120502564","0.00115560251282","0.167581236122 - 0.172508371117","0.166836336679 - 0.17325327056"
"336","0.16628212928771974","0.00735180772314","0.00367590386157","0.158445665472 - 0.174118593104","0.156076184004 - 0.176488074571"
"337","0.17287101745605468","0.00136731617612","0.000683658088058","0.171413563161 - 0.174328471751","0.170972878304 - 0.174769156608"
"338","0.287795877456665","0.227760428763","0.113880214381","0.0450207089696 - 0.530571045944","-0.0283862863417 - 0.603978041255"
"339","0.170869779586792","0.00557537275589","0.00278768637794","0.164926859355 - 0.176812699819","0.163129921388 - 0.178609637786"
"340","0.18054347038269042","0.0053568046021","0.00267840230105","0.174833527058 - 0.186253413707","0.173107033424 - 0.187979907341"
"341","0.18402156829833985","0.00237655863812","0.00118827931906","0.181488338857 - 0.18655479774","0.180722375999 - 0.187320760597"
"342","0.17284588813781737","0.00347140192778","0.00173570096389","0.169145639625 - 0.176546136651","0.168026809693 - 0.177664966583"
"343","0.18780550956726075","0.00379420414931","0.00189710207465","0.183761178616 - 0.191849840519","0.182538309798 - 0.193072709336"
"344","0.1885601043701172","0.00330567759243","0.00165283879621","0.185036505302 - 0.192083703438","0.183971088185 - 0.193149120556"
"345","0.1885826587677002","0.00259862046772","0.00129931023386","0.185812728428 - 0.191352589108","0.184975195229 - 0.192190122307"
"346","0.19629716873168945","0.00715311252188","0.00357655626094","0.188672498779 - 0.203921838685","0.186367056608 - 0.206227280856"
"347","0.19071760177612304","0.00419981601018","0.00209990800509","0.186240919654 - 0.195194283898","0.184887322474 - 0.196547881078"
"348","0.1911776542663574","0.001193998277","0.000596999138498","0.189904943574 - 0.192450364958","0.18952011893 - 0.192835189602"
"349","0.20135898590087892","0.00252908358674","0.00126454179337","0.198663176549 - 0.204054795253","0.197848055028 - 0.204869916773"
"350","0.19697084426879882","0.00463260754642","0.00231630377321","0.192032839525 - 0.201908849012","0.190539753996 - 0.203401934542"
"351","0.1937248706817627","0.00477931476877","0.00238965738439","0.188630487278 - 0.198819254085","0.187090118134 - 0.20035962323"
"352","0.19053969383239747","0.00213694167113","0.00106847083556","0.188261877721 - 0.192817509944","0.187573143211 - 0.193506244454"
"353","0.19449315071105958","0.00481026984798","0.00240513492399","0.189365771565 - 0.199620529857","0.187815425624 - 0.201170875798"
"354","0.19482665061950682","0.00552563708508","0.00276281854254","0.188936744802 - 0.200716556437","0.187155836601 - 0.202497464638"
"355","0.18724350929260253","0.00888403761795","0.00444201880898","0.177773805792 - 0.196713212793","0.174910487913 - 0.199576530672"
"356","0.19960646629333495","0.00218520169432","0.00109260084716","0.197277208694 - 0.201935723893","0.196572920019 - 0.202640012567"
"357","0.1996065139770508","0.00420421338653","0.00210210669326","0.195125144589 - 0.204087883365","0.193770130138 - 0.205442897816"
"358","0.23189067840576172","0.0482526277069","0.0241263138534","0.180457073872 - 0.28332428294","0.164905292401 - 0.298876064411"
"359","0.23940234184265136","0.0374671264051","0.0187335632026","0.199465255426 - 0.279339428259","0.187389631986 - 0.291415051699"
"360","0.2134538173675537","0.01232947022","0.00616473511001","0.200311546665 - 0.22659608807","0.196337768747 - 0.230569865989"
"361","0.22007904052734376","0.0077553829947","0.00387769149735","0.21181239639 - 0.228345684665","0.20931284295 - 0.230845238105"
"362","0.20900464057922363","0.00857022385132","0.00428511192566","0.199869438513 - 0.218139842646","0.197107262548 - 0.22090201861"
"363","0.20399436950683594","0.00317822789783","0.00158911394891","0.20060662205 - 0.207382116964","0.199582281862 - 0.208406457152"
"364","0.20317630767822265","0.00912690430082","0.00456345215041","0.1934477269 - 0.212904888457","0.190506133292 - 0.215846482064"
"365","0.2062838077545166","0.0057296224442","0.0028648112221","0.200176469172 - 0.212391146337","0.19832981666 - 0.214237798849"
"366","0.21883506774902345","0.0106045209701","0.00530226048505","0.2075314608 - 0.230138674698","0.204113632579 - 0.233556502919"
"367","0.21426911354064943","0.00640978506065","0.00320489253032","0.207436773715 - 0.221101453366","0.205370905362 - 0.223167321719"
"368","0.21028270721435546","0.0119823836759","0.00599119183795","0.197510404178 - 0.22305501025","0.193648491962 - 0.226916922467"
"369","0.21976780891418457","0.0050998334248","0.0025499167124","0.214331777178 - 0.22520384065","0.212688105139 - 0.226847512689"
"370","0.22853536605834962","0.0029221282428","0.0014610641214","0.225420601214 - 0.231650130903","0.22447880173 - 0.232591930387"
"371","0.21986894607543944","0.00188368735112","0.000941843675559","0.217861079667 - 0.221876812484","0.217253968813 - 0.222483923338"
"372","0.22719964981079102","0.00351770718027","0.00175885359013","0.223450043446 - 0.230949256176","0.22231628937 - 0.232083010252"
"373","0.21755852699279785","0.00471147252012","0.00235573626006","0.212536458229 - 0.222580595756","0.211017954584 - 0.224099099401"
"374","0.21705427169799804","0.0022937792154","0.0011468896077","0.214609278779 - 0.219499264617","0.21386999566 - 0.220238547735"
"375","0.21414060592651368","0.00637184773857","0.00318592386929","0.20734870438 - 0.220932507473","0.205295063194 - 0.222986148659"
"376","0.2105494976043701","0.00470520302974","0.00235260151487","0.205534111637 - 0.215564883572","0.204017628644 - 0.217081366565"
"377","0.2170571804046631","0.00243767818967","0.00121883909484","0.214458802203 - 0.219655558606","0.213673140566 - 0.220441220244"
"378","0.21696763038635253","0.00182925007102","0.00091462503551","0.215017789948 - 0.218917470824","0.214428224183 - 0.219507036589"
"379","0.21837048530578612","0.00354929073733","0.00177464536866","0.214587213289 - 0.222153757323","0.213443279859 - 0.223297690753"
"380","0.21863870620727538","0.00620790534078","0.00310395267039","0.212021554697 - 0.225255857717","0.210020752009 - 0.227256660406"
"381","0.22326283454895018","0.00416312529707","0.00208156264854","0.218825261917 - 0.227700407181","0.217483490122 - 0.229042178976"
"382","0.23024282455444336","0.00160116815997","0.000800584079985","0.22853610196 - 0.231949547149","0.228020046804 - 0.232465602305"
"383","0.23065485954284667","0.00342870579948","0.00171435289974","0.227000121831 - 0.234309597254","0.225895052826 - 0.23541466626"
"384","0.2205103874206543","0.0054295428442","0.0027147714221","0.214722910702 - 0.226297864139","0.212972973594 - 0.228047801247"
"385","0.22635374069213868","0.00538820612003","0.00269410306001","0.220610325755 - 0.232097155629","0.218873711438 - 0.233833769946"
"386","0.23391714096069335","0.00620090245329","0.00310045122665","0.227307453992 - 0.240526827929","0.225308908329 - 0.242525373593"
"387","0.2423175811767578","0.00806293311046","0.00403146655523","0.233723112177 - 0.250912050177","0.231124435593 - 0.253510726761"
"388","0.24625186920166015","0.00578947030697","0.00289473515348","0.240080737382 - 0.252423001021","0.238214795954 - 0.254288942449"
"389","0.24396252632141113","0.00579694389767","0.00289847194883","0.237783428226 - 0.250141624416","0.235915078067 - 0.252009974576"
"390","0.24333114624023439","0.00509207766919","0.00254603883459","0.237903381546 - 0.248758910935","0.23626220918 - 0.2504000833"
"391","0.24510960578918456","0.00542808704561","0.00271404352281","0.239323680841 - 0.250895530738","0.237574212935 - 0.252644998643"
"392","0.24753813743591307","0.00278036321323","0.00139018160661","0.244574483252 - 0.250501791619","0.243678374519 - 0.251397900353"
"393","0.24341263771057128","0.00142323124855","0.000711615624273","0.241895582232 - 0.244929693189","0.241436875994 - 0.245388399427"
"394","0.24831657409667968","0.0074561779594","0.0037280889797","0.240368859605 - 0.256264288589","0.237965739697 - 0.258667408496"
"395","0.24897270202636718","0.005316167569","0.0026580837845","0.243306074666 - 0.254639329387","0.241592678314 - 0.256352725739"
"396","0.25129714012146","0.00342550221024","0.00171275110512","0.247645817191 - 0.254948463052","0.246541780699 - 0.256052499544"
"397","0.2506157875061035","0.00415450706023","0.00207725353012","0.246187401254 - 0.255044173758","0.24484840711 - 0.256383167902"
"398","0.253251838684082","0.00467805262358","0.00233902631179","0.24826539297 - 0.258238284398","0.24675766053 - 0.259746016838"
"399","0.26124134063720705","0.00942503272486","0.00471251636243","0.251194977798 - 0.271287703476","0.24815729765 - 0.274325383625"
"400","0.2467245101928711","0.00919375761614","0.00459687880807","0.236924668902 - 0.256524351484","0.233961528527 - 0.259487491859"
"401","0.2784271717071533","0.0396262007366","0.0198131003683","0.236188677459 - 0.320665665956","0.223417186171 - 0.333437157244"
"402","0.2641272068023682","0.00740223488697","0.00370111744348","0.256236991493 - 0.272017422112","0.253851257393 - 0.274403156212"
"403","0.2586699962615967","0.00882541068136","0.00441270534068","0.249262784584 - 0.268077207939","0.246418362118 - 0.270921630405"
"404","0.25486230850219727","0.00677081871338","0.00338540935669","0.247645134462 - 0.262079482543","0.245462905265 - 0.26426171174"
"405","0.2572473049163818","0.00351174945186","0.00175587472593","0.253504049033 - 0.260990560799","0.252372215128 - 0.262122394705"
"406","0.25130109786987304","0.00664934899393","0.00332467449696","0.244213401245 - 0.258388794495","0.242070321636 - 0.260531874103"
"407","0.25261745452880857","0.00484383189781","0.0024219159489","0.247454300808 - 0.257780608249","0.245893137847 - 0.25934177121"
"408","0.25653371810913084","0.00715194040753","0.00357597020376","0.24891029754 - 0.264157138678","0.246605233141 - 0.266462203078"
"409","0.25507054328918455","0.00607516670638","0.00303758335319","0.248594880995 - 0.261546205584","0.246636859857 - 0.263504226722"
"410","0.2567910671234131","0.00589404239327","0.00294702119663","0.250508469471 - 0.263073664776","0.248608824547 - 0.2649733097"
"411","0.26311373710632324","0.00911049479069","0.00455524739534","0.253402647608 - 0.272824826604","0.250466342773 - 0.27576113144"
"412","0.26676230430603026","0.0118308889973","0.00591544449865","0.254151482991 - 0.279373125621","0.250338397383 - 0.283186211229"
"413","0.2607698440551758","0.00366883381979","0.0018344169099","0.25685914827 - 0.26468053984","0.255676686205 - 0.265863001906"
"414","0.2642215728759766","0.0074142662432","0.0037071331216","0.256318533063 - 0.272124612689","0.253928921266 - 0.274514224486"
"415","0.2737433433532715","0.00602979454109","0.00301489727054","0.267316044311 - 0.280170642396","0.265372646584 - 0.282114040123"
"416","0.2736963272094727","0.00567052222921","0.0028352611146","0.267651984928 - 0.279740669491","0.265824380366 - 0.281568274053"
"417","0.2706667423248291","0.0058921030027","0.00294605150135","0.264386211914 - 0.276947272736","0.262487192054 - 0.278846292595"
"418","0.27191863059997556","0.00529411803825","0.00264705901913","0.26627550635 - 0.27756175485","0.264569216543 - 0.279268044657"
"419","0.27408595085144044","0.0115643601802","0.00578218009008","0.261759228837 - 0.286412672866","0.258032045243 - 0.29013985646"
"420","0.27684364318847654","0.00499529976594","0.00249764988297","0.271519036325 - 0.282168250052","0.269909055396 - 0.283778230981"
"421","0.2843128204345703","0.00626585717348","0.00313292858674","0.277633896711 - 0.290991744158","0.275614416195 - 0.293011224674"
"422","0.2893049716949463","0.00757232571727","0.00378616285864","0.281233452591 - 0.297376490799","0.278792898359 - 0.299817045031"
"423","0.31889119148254397","0.0332128469598","0.0166064234799","0.283488841037 - 0.354293541928","0.272784368297 - 0.364998014668"
"424","0.32171316146850587","0.0280710309938","0.0140355154969","0.291791592932 - 0.351634730005","0.282744323168 - 0.360681999769"
"425","0.30163960456848143","0.019620666067","0.00981033303348","0.280725477667 - 0.32255373147","0.274401753437 - 0.3288774557"
"426","0.29048876762390136","0.00440720601203","0.00220360300601","0.285791023648 - 0.2951865116","0.284370584844 - 0.296606950404"
"427","0.28931846618652346","0.00431120127206","0.00215560063603","0.284723055909 - 0.293913876464","0.283333559352 - 0.295303373021"
"428","0.290805721282959","0.00427755047263","0.00213877523632","0.286246180179 - 0.295365262387","0.284867529247 - 0.296743913319"
"429","0.29560651779174807","0.00599567922662","0.00299783961331","0.289215583061 - 0.301997452522","0.287283180671 - 0.303929854912"
"430","0.28994312286376955","0.00379547843882","0.00189773921941","0.285897433617 - 0.29398881211","0.284674154097 - 0.29521209163"
"431","0.2946128845214844","0.00564831889603","0.00282415944801","0.288592209292 - 0.300633559751","0.286771760846 - 0.302454008197"
"432","0.2959741115570068","0.00367725841816","0.00183862920908","0.292054435796 - 0.299893787318","0.290869258489 - 0.301078964625"
"433","0.2998175144195557","0.0145757700019","0.00728788500096","0.284280860238 - 0.315354168602","0.279583101781 - 0.320051927058"
"434","0.2934579849243164","0.00291618705975","0.00145809352987","0.290349552926 - 0.296566416923","0.28940966828 - 0.297506301568"
"435","0.2930914878845215","0.00317916892646","0.00158958446323","0.289702737363 - 0.296480238406","0.288678093882 - 0.297504881887"
