"Size","Time","Standard Deviation","Standard Error","90%-CL","95%-CL"
"435","0.28234645366668704","0.0165249333669","0.00166081829284","0.279588845662 - 0.285104061672","0.279051029857 - 0.285641877477"
"436","0.30020577907562257","0.0240544045763","0.00241755862227","0.29619168612 - 0.304219872031","0.295408818276 - 0.305002739875"
"437","0.3019140076637268","0.00661750193802","0.000665083969026","0.300809708124 - 0.303018307204","0.300594336778 - 0.303233678549"
"438","0.29836508989334104","0.0121833785174","0.00122447561276","0.296331981415 - 0.300398198372","0.295935464626 - 0.300794715161"
"439","0.28605826616287233","0.01046554737","0.00105182708642","0.284311821771 - 0.287804710555","0.283971213028 - 0.288145319298"
"440","0.29401986360549925","0.0242349197744","0.0024357010823","0.28997564707 - 0.298064080141","0.289186904229 - 0.298852822982"
"441","0.2888629722595215","0.0151501877877","0.0015226511635","0.286334775734 - 0.291391168785","0.28584170201 - 0.291884242509"
"442","0.2829912853240967","0.0070530345672","0.000708856645237","0.281814306019 - 0.284168264629","0.281584759952 - 0.284397810696"
"443","0.2996485924720764","0.0214857653192","0.00215940066356","0.296063142708 - 0.303234042236","0.29536387307 - 0.303933311874"
"444","0.30012855529785154","0.0114647152574","0.00115224723749","0.298215374175 - 0.30204173642","0.297842246797 - 0.302414863799"
"445","0.29917062520980836","0.0112781552931","0.00113349725559","0.297288576391 - 0.301052674028","0.296921520741 - 0.301419729679"
"446","0.2986182236671448","0.00747562081253","0.000751328160913","0.297370725034 - 0.299865722301","0.297127425594 - 0.30010902174"
"447","0.30160309791564943","0.0115591766212","0.00116174096175","0.299674153497 - 0.303532042334","0.299297951806 - 0.303908244025"
"448","0.3095419001579285","0.0275276480835","0.0027666327289","0.304948207643 - 0.314135592673","0.304052300599 - 0.315031499717"
"449","0.3104043459892273","0.0164227811014","0.00165055160387","0.307663784704 - 0.313144907275","0.307129293517 - 0.313679398461"
"450","0.3187378787994385","0.00608556396996","0.000611622191699","0.317722346722 - 0.319753410877","0.317524287679 - 0.31995146992"
"451","0.32201194763183594","0.00707439362559","0.000711003311375","0.320831404022 - 0.323192491242","0.320601162809 - 0.323422732455"
"452","0.32947171449661256","0.0175883306268","0.00176769373872","0.326536651446 - 0.332406777547","0.325964226615 - 0.332979202378"
"453","0.3408565902709961","0.0242027197766","0.00243246486076","0.336817747129 - 0.344895433413","0.33603005226 - 0.345683128282"
"454","0.34883917570114137","0.0425529049778","0.00427672786519","0.341738134577 - 0.355940216825","0.340353219774 - 0.357325131628"
"455","0.3547559475898743","0.0371030211206","0.00372899392866","0.34856435905 - 0.36094753613","0.347356814625 - 0.362155080555"
"456","0.3440663719177246","0.0360606850838","0.00362423521533","0.338048723819 - 0.350084020017","0.336875102967 - 0.351257640868"
"457","0.354254150390625","0.0346009434118","0.00347752565726","0.348480097545 - 0.360028203237","0.347353985032 - 0.361154315749"
"458","0.3346604990959168","0.0246501035304","0.00247742861981","0.330546998526 - 0.338773999666","0.329744743232 - 0.339576254959"
"459","0.3303272318840027","0.00870898580198","0.000875286006355","0.32887391474 - 0.331780549028","0.328590474553 - 0.332063989215"
"460","0.33672414541244505","0.0107593228529","0.00108135263337","0.334928677063 - 0.338519613761","0.334578507187 - 0.338869783638"
"461","0.33954716682434083","0.00870554910952","0.000874940605766","0.338094423181 - 0.340999910468","0.337811094843 - 0.341283238806"
"462","0.333372004032135","0.0116213676234","0.00116799139265","0.331432681453 - 0.335311326611","0.331054455712 - 0.335689552353"
"463","0.34045532703399656","0.0333595475609","0.00335276067987","0.334888432853 - 0.346022221215","0.333802722459 - 0.347107931609"
"464","0.328512077331543","0.0127920810465","0.00128565251876","0.32637739126 - 0.330646763403","0.32596106381 - 0.331063090853"
"465","0.3476494836807251","0.0390333682248","0.00392300111229","0.341135767329 - 0.354163200033","0.339865398373 - 0.355433568989"
"466","0.3301334691047668","0.0162000645013","0.00162816774335","0.327430073783 - 0.332836864426","0.326902831069 - 0.333364107141"
"467","0.3376708388328552","0.0127423141583","0.0012806507583","0.33554445764 - 0.339797220026","0.335129749889 - 0.340211927776"
"468","0.3329068660736084","0.0307987438824","0.00309539022643","0.327767307517 - 0.33804642463","0.326764940315 - 0.339048791832"
"469","0.34359928369522097","0.010982735856","0.00110380648503","0.34176653317 - 0.345432034221","0.341409092156 - 0.345789475234"
"470","0.3483922505378723","0.00710320704762","0.000713899169247","0.347206898671 - 0.349577602405","0.346975719705 - 0.349808781371"
"471","0.34616690397262573","0.032836487706","0.00330019118648","0.340687295713 - 0.351646512232","0.339618608677 - 0.352715199268"
"472","0.3284802150726318","0.00843845351774","0.000848096488764","0.327072043163 - 0.329888386982","0.326797407643 - 0.330163022502"
"473","0.32610193252563474","0.00821228857252","0.00082536605652","0.324731502025 - 0.327472363026","0.324464227205 - 0.327739637846"
"474","0.330541718006134","0.0130880930233","0.00131540284181","0.328357634761 - 0.332725801251","0.327931673389 - 0.333151762623"
"475","0.35633378982543945","0.00929910109818","0.000934594825159","0.354781996843 - 0.357885582808","0.354479350931 - 0.35818822872"
"476","0.35798638582229614","0.00551425745135","0.000554203726168","0.357066190857 - 0.358906580788","0.356886725394 - 0.35908604625"
"477","0.3570048117637634","0.0102577760777","0.00103094528586","0.355293039329 - 0.358716584199","0.354959192651 - 0.359050430876"
"478","0.36320698499679566","0.00540153281785","0.00054287447423","0.362305601021 - 0.364108368973","0.362129804262 - 0.364284165731"
"479","0.35896084070205686","0.00418068643913","0.000420174796506","0.358263186186 - 0.359658495218","0.358127122748 - 0.359794558656"
"480","0.360668466091156","0.0106945172285","0.00107483942306","0.358883812219 - 0.362453119963","0.358535751488 - 0.362801180695"
"481","0.3635709357261658","0.0203155775217","0.00204179236482","0.360180761741 - 0.366961109711","0.359519576704 - 0.367622294748"
"482","0.36366571187973024","0.0058174260639","0.000584673318169","0.362694925473 - 0.364636498286","0.362505593171 - 0.364825830589"
"483","0.3466808748245239","0.0104025509937","0.00104549571239","0.34494494299 - 0.348416806659","0.344606384509 - 0.34875536514"
"484","0.34857588052749633","0.0135574370095","0.00136257368726","0.346313475228 - 0.350838285827","0.34587223872 - 0.351279522335"
"485","0.34449546337127684","0.00838405171537","0.000842628901903","0.343096369795 - 0.345894556948","0.34282350482 - 0.346167421922"
"486","0.34829729557037353","0.00992328868237","0.000997328037752","0.346641340917 - 0.349953250224","0.346318380372 - 0.350276210769"
"487","0.3512242102622986","0.00976145404405","0.000981063044619","0.34959526186 - 0.352853158665","0.349277568339 - 0.353170852186"
"488","0.35133054971694944","0.00934542422858","0.000939250474936","0.349771026535 - 0.352890072899","0.349466873003 - 0.353194226431"
"489","0.3482862687110901","0.00869016646511","0.000873394591834","0.346836092055 - 0.349736445367","0.346553264357 - 0.350019273066"
"490","0.3565144848823547","0.0134117873711","0.00134793534781","0.354276384952 - 0.358752584813","0.353839888716 - 0.359189081049"
"491","0.35192623376846316","0.010078968603","0.00101297445848","0.350244299936 - 0.353608167601","0.349916272677 - 0.35393619486"
"492","0.3537208652496338","0.00867671111035","0.000872042277798","0.352272933964 - 0.355168796535","0.35199054418 - 0.35545118632"
"493","0.3563634204864502","0.0108477775587","0.0010902426658","0.354553191206 - 0.358173649767","0.354200142508 - 0.358526698465"
"494","0.3594034576416016","0.00918398390305","0.000923025111729","0.357870874909 - 0.360936040374","0.357571975568 - 0.361234939715"
"495","0.3644376158714294","0.0139000864904","0.00139701125582","0.362118030737 - 0.366757201005","0.361665642456 - 0.367209589287"
"496","0.35942123413085936","0.00963127802935","0.000967979862877","0.357814008927 - 0.361028459334","0.357500552078 - 0.361341916183"
"497","0.3581254959106445","0.00799430247159","0.000803457629057","0.356791441969 - 0.359459549852","0.356531261663 - 0.359719730158"
"498","0.359697687625885","0.00889107487792","0.000893586647061","0.35821398426 - 0.361181390992","0.357924617853 - 0.361470757399"
"499","0.36458253383636474","0.00902485536816","0.000907032092225","0.363076505772 - 0.366088561901","0.362782785383 - 0.366382282289"
